193,sadness,xdjio Have a 3ware 9650SE not fast enough for 3x X25M SSD RAID5 800Mhz IOP on the HPT Might try an Adaptec 5405 12Ghz,negative
195,worry,Ate Mandy please forgive me I really am sorry I dont wanna lose my Bff,negative
196,hate,melluffsyew Umm yeah Thats probably a pretty good note to self because eeeeeewwwwwwww,negative
197,worry,why are plane tickets so expensive,negative
199,worry,Needs a job BADLY,negative
200,sadness,AlexanderGWhite daaammmnnnnn I do wish I was there,negative
201,worry,Went to Di Bella coffee roasters today and asked for a job   The person I needed to speak to is on holiday  fb,negative
202,sadness,yuki_hime I played up until the latter parts of the voodoo village part coop until I lost my usual partner,negative
204,sadness,is a bad friend,negative
206,hate,SparkDawgMusic im doing that shit right now  im on vacation and you got me workin,negative
209,hate,would wish the severe migrains would stop docs prescriptions arent working,negative
211,sadness,moggy99 No internet last night ER was brill there was a massive explosion at the end of a nearby gas works ER on standby,negative
212,hate,tiffalo cuz airlines are super lame,negative
213,sadness,lenje  Still a pity it comes with no lamb though,negative
214,sadness,bloomsday16  Im sorry to hear that Here is my optimist Things will get better For all of us,negative
216,hate,Im so very tiredand have insomnia,negative
219,hate,I hate Bakersfield and I hate the Ports let me go home already  I want to start my vacation,negative
222,worry,people in my house do not know how to close doors,negative
225,worry,munchkinhugs I dont like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,negative
226,sadness,Had to cancel wow for now,negative
227,worry,wants to make a music profile but i dont have money i dont know how to write music i dont know how to play an instrument and no studio,negative
228,sadness,fairyfroggie But yeahIm sad about my quotRavenclawquot account I love that account to bits,negative
229,worry,Its 115 AM and I hear a helicopter flying over my house Thats kind of weird In other news my headache is back BOOOOO,negative
230,worry,__sugar oh no  i am always here  lt3,negative
236,sadness,Up late with nothin 2 do,negative
237,worry,i think the vog is making me sicker than i think feeling slightly achy,negative
239,worry,i am doing homework it sux big time maths is the worst,negative
242,sadness,sometimes i wish things could go back to the way they were the beginning of last summer,negative
243,worry,I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets but no they didnt,negative
245,sadness,kateisbored I feel the same way but I guess no matter where you are there will always be memes,negative
247,worry,im sooooooooooooo confused,negative
249,worry,Work day 7 of 7,negative
252,worry,SuperJerry No refunds but they do retrieve accounts takes like a week Just hoping the thief doesnt use hacks or then its permaban,negative
254,sadness,Cute Malay girl came to seemy room for rent  sadly think it was for her guyfreind   bit misleading and disappointing LOL,negative
256,hate,I hate the new mt dew commercialthe one with a giant mosquitoit scares me and grosses me out all at the same time,negative
258,worry,not super keen on the drive home through the rain additional concentration required that i dont really wanna deal with,negative
261,worry,no transport for church  wont be making it im crushed Oh well more time for assignments I suppose My throat really hurts ,negative
262,hate,i HATE when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers,negative
263,hate,Liesliesliesyou just cant avoid to lie about practicallyEVERYTHING,negative
266,worry,seemouserun so I tried jumping without the trampoline and its like thud thud  shouldnt have eaten that cookie  httpmylocme1XIz,negative
267,sadness,Everytime I send an email to my coach I feel a need to practice   shitty balls  Lol,negative
268,sadness,Its pissing me off and not letting me follow ericka,negative
269,sadness,Is going to sleep not peaceful  wanted to hear him say Good Night but that didnt happen  Good Night everyone,negative
270,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack i almost cried,negative
274,worry,I have forgot the live with the Jonas Brothers on Facebook,negative
275,sadness,I havent seen Muffin in two whole days,negative
276,sadness,YumiFujii ill miss yall back give LesleyBoudy my regards,negative
278,worry,I have to admit Im a bit bummed out that I wasnt with my friends walking today,negative
280,worry,my twitter has been hacked again,negative
281,sadness,Just found mj mouse flats at DJs Of course there are none left in my size,negative
283,hate,lanacaitlin  hahaha well its try its so ugly,negative
285,worry,jmoriarty I dont even want to know WHY you know about VHEMT but dont go  wed miss you,negative
291,sadness,xoshayzers i knoww  things wont be the samee lt3,negative
292,worry,OMGness its 1118 pm and I need to beup early to set up my garage sale it starts a 8am wish I said 9am Im beat,negative
294,worry,Okay so twitter suddenly changed how do I respond to messages now,negative
296,worry,Decided that no matter how good my hair looks curly it doesnt justify the burn I get from the curler My hands covered  I suck at it,negative
297,sadness,Going to sleep Gonna fall asleep playing apps again Tmrw is going to suck,negative
299,hate,I hate when my bf beats da dogs But I guess that the only way to teach these pitts,negative
300,worry,sprained my ankle  like really badly and tore some stuffs it hurts and its my birthday weekend,negative
301,sadness,I cant believe the Metal Gear Solid song was stolen    Im so disappointed  httpbitlyYKkSu,negative
302,hate,think i may have broke a toe at the bar tonightthanks drunk girl for steppin all over me,negative
304,sadness,MacZombieRawr  I wish I had Left 4 Dead But first Id need something to play it on,negative
309,hate,my roommate tess_tickle loves to ignore me,negative
313,sadness,my teeth and head hurts,negative
314,sadness,I HATE rob zombie movies amp the smell of weed Vommmm,negative
315,hate,jcwentz Maths and Science were the strongest for me i thinkdunno bout geography only did like 1 day of study for 12 a year of work,negative
316,boredom,Waiting in line  tryst,negative
317,worry,Hope I get a job cuz we need an apartment Im drunk amp miss my lil punkin  TEHE,negative
318,worry,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover,negative
319,worry,I need to be held  Gnite,negative
320,worry,Hanging out with sam billy and veronica not going to school tomorrow to take sam to body shops Dang car accidents,negative
321,sadness,no more arrested development i am sad,negative
323,sadness,omg i keep losing followers this is so sad  i want 90 one daythats my goal D,negative
324,sadness,I feel so deflated No more doggy,negative
325,worry,blood_rain i wanna see her hair  hows everyone,negative
326,sadness,I just had to empty my trash on the mac that was one of THE MOST DIFFICULT things I have ever done in my life 8000 pictures are GONE,negative
327,sadness,im contacting PAWS Philippines so i can find quottigerquot a new owner im so sad i love my dog soo much,negative
328,sadness,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to be over,negative
329,worry,Aww  Pray for the arroyo family everyone,negative
331,sadness,Fuuudge Movie store is closed,negative
332,sadness,ALO is so sad and quiet and empty tonight,negative
333,hate,meganmansyn Hahahaha Its not horrible if others were singing with Im sure it could work I wish I could afford my own drum set,negative
334,worry,wuzzyangel You never answered your DM I sent you   I need your info,negative
335,worry,Am trying to get through the pilot of the first season of friday night lights Oh gosh  Pass the tissue,negative
336,sadness,Mona26 Aw where are you headed to i just cancelled my trip to Aussie,negative
337,worry,I have cystic lacrimal infectection my eye and face are swollen and it hurts,negative
338,worry,jose3030 I didnt think anyone caught that,negative
343,sadness,Sad that Christian Lacroix had to file bankruptcy,negative
344,sadness,I dont feel good AT ALL fuckkk,negative
345,boredom,why did i agree to work a double shift,negative
346,worry,looks like ill never go to the zoo,negative
347,worry,djvinceadams Ohh poor girl  Ill email her I am relying on you being here in October Mr,negative
349,worry,Moss1982 bad times,negative
350,hate,aarrgghh  fuka hose has leaked water all over the new floating floor,negative
351,sadness,Have to go to the dreaded DMV tomorrow,negative
354,worry,SharonHayes Thank you for the rec but that doesnt work,negative
356,worry,My puppy Gizmo h8s me  haha He still growls  me  I always look back  my long pruple scar on my fingie,negative
357,worry,I dont know how ima work out tomorrow wit my body dis sore  ugh,negative
360,worry,Im feeling this pressure in my head that always kicks in just before a nasty headache Im not looking forward to this,negative
361,sadness,Taylor Swift and Joe Jonas looked really good together Im kinda sad they broke up,negative
362,worry,Im suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts,negative
363,worry,Lady across the way had a miscarriage say a prayer,negative
364,sadness,God I just want to sleep,negative
365,hate,ksutt11 ohhhh thunderstormsboo  why do they always have to make the power go out,negative
366,worry,I feel so deflated No more doggy,negative
367,sadness,Found my book Starting a real paperbound journal tonight Have an annoying zit above my lip Makes me look like I have herpes,negative
368,hate,RATT ROCKED NASHVILLE TONITEONE THING SUCKED NO ENCORE  LIKE IN THE 80S THEY STILL HAVE A FUN SHOW PEARCY HAS THAT HOTT BAD BOY LOOK,negative
369,worry,is feeling bad  just got bad news about my Mum,negative
370,sadness,RealBlackWidow But but I dun wanna,negative
371,sadness,imjustlalayone damn girl Im so down but ya gotta let me know so I can get my kit together amp I got a flyer  Any next weekend IquotM DOWN,negative
372,sadness,JustinOdom dbl booooooo for being sick flippin blows  bahaha i kno i dont have many friends on here either i feel so lame  haha,negative
375,worry,dont feel like working  I think I tweet this too often,negative
376,sadness,feels sick to my stomach and idkk whyy,negative
377,worry,vinerinimic special sau probabil un alt weekend pierdut,negative
381,sadness,hello_jodie Um I was thrown from JareWolfs van yesterday and had to be taken to the ER,negative
382,worry,got to final table butwent out third  Dont think Ill be getting my free seat,negative
384,hate,I have to work in the morning while my friends get to party it upstupid bberry lite flashing red and I have no messages,negative
386,sadness,judyrey  The link doesnt work,negative
388,worry,The humpalow um ya I think so Cell is dying,negative
389,worry,Last day at workSick to the bone,negative
390,worry,i feel like Im on house arrest,negative
393,worry,cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers It is very sad,negative
396,sadness,my stupid tooooth hurts,negative
399,sadness,turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order,negative
401,worry,Its a sad economy Just heard of another friend losing their job  so sad But just a reminder that,negative
402,worry,jarekpastor Im just starting to feel really panicky and anxious that something bad has happened cos it seems like its been ages,negative
403,worry,my dog ran awayyy,negative
404,hate,all_is_one84 Those suck so bad,negative
405,worry,Im back top molar extracted  swollen face all numb  But no more toothache or sinus pain,negative
407,worry,does anyone know any good rap songs i need to make a rapfun cd and i have no idea  helllllpppp,negative
410,sadness,Im awake Anybody else awake Wish I lived in the US since all the fun happens when Im asleep,negative
411,hate,At Charles with the power out LOL Damn SaveMart lost power and we could not buy beer,negative
412,sadness,Penguin_J heehee i love you i am tired,negative
413,worry,my mobile phone refuses to charge  either the battery is broken or the chargerrr  booooo,negative
414,worry,Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,negative
415,worry,kimberly625 hmmm I thought u were sleeping Too bad I cant see those videos until tomorrow night,negative
416,sadness,Morning everyone sorry for going early last night had bad news felt totally crap   Today is a new day,negative
418,sadness,how I wish my parents put me into a Chinese school when I was younger Then itll be so much easier for me to get a job,negative
421,worry,charloro jealous  it looks like schindlers list in toronto,negative
425,sadness,joiskol  being in your room makes me sad,negative
426,worry,Nearly fell asleep but was jolted out of bed by a massive panic attack and now Im not sure if I can sleep at all,negative
428,sadness,CocktailChic oh fck I completely forgot about Thirsty Thursday oh my gaga this sucks,negative
429,sadness,if one people did any wrong the world blames all the people over there this is the great world which we are living in  Shit,negative
432,sadness,meljachin eww dislike,negative
433,worry,Tactical mistake going to the city library and buying milk Who knew OUCH OUCH OUCH Maybe a good thing I didnt try for uni,negative
435,sadness,SuzyDunkley sorry bout the cat,negative
437,worry,my stomach feels like its touching the groundim SO full,negative
440,worry,Sooo much work so little time,negative
441,sadness,missed iron chef,negative
442,sadness,thevowel the DS version sucks,negative
443,sadness,what a bad day,negative
445,hate,hates the net ayaw bumukas ng twitter  httpplurkcompwxlxs,negative
446,worry,Ugh my internet was down,negative
448,worry,is feeling so giddy and wanna go home,negative
451,worry,Up and packing Its the last day of youth camp,negative
454,worry,Somebody please save the polar bears,negative
457,worry,It has come to my attention from a 16yo friend that Ive recently gained a TON of weight He didnt know it was me,negative
458,worry,guess im staying home tonightno movieing for me,negative
459,sadness,went to the cd store to search for the cd But,negative
460,worry,BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,negative
461,sadness,I miss my mom  quotMay angels lead you inquot,negative
463,hate,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily ltgt,negative
465,sadness,chocolovere i feel the same way every day,negative
466,sadness,Cant sleep Sucks The one day i have to sleep in and i have to get up and go shopping with mom Ugh,negative
468,sadness,Sleppytime Really missing my godfather right now Love you Wayne,negative
469,sadness,So have a headache right now and it sucks,negative
470,worry,JayDz hope ya sleepin well  guys still here,negative
472,sadness,jwray12 Lakers baby Lakers Ill miss the game tmwr I have to work  youll have to keep me posted please,negative
473,sadness,comfort food of the day pan mee though it didnt taste any good,negative
474,worry,damn being drunk and hot sucks,negative
475,sadness,misses my baby,negative
476,worry,is not sleeping because he has paperwork to do,negative
477,worry,Showered in icecold water Sweating now Means one thing Im sick,negative
478,worry,midnight cry wish the person I wanted wanted me right now,negative
480,sadness,Im poorly and cant sleep,negative
481,worry,Went to pole class Feeling discouraged I am hopeless when it cones to dancing or sexy moves or spreading my legs,negative
482,worry,RoasterBoy And these poor unfortunate souls dont appear to have any pants at all   httpblipfm78qvz,negative
483,worry,damohopo StephanieEllen If I told you how often I wash my hair you would never speak to me again,negative
484,worry,Looks like another sleepless night dedicated to homework Sorry in advance Ms Chapman,negative
485,worry,jessicaduncan httptwitpiccom662vk   WHY DO U LOT MOCK ME,negative
486,worry,didnt say goodnight to you,negative
487,hate,abguerraartist  I am not a pussy damnit  sending you an email right now btw,negative
488,sadness,has work tom,negative
493,sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and Im definately NOT working this pm,negative
494,anger,fuckinm transtelecom,negative
495,boredom,is really really bored I guess I will go to bed,negative
496,worry,Syo_of_the_dead I met a stranger just 10 min ago He was stalking me at the store,negative
498,sadness,Sometimes the things you say hurt the ones you love most unintentionally  And you can never ever take it back or fix it,negative
499,sadness,nickkk_ that sucks,negative
501,sadness,Having Fever  dont feel to work,negative
502,worry,Taking Horse Pills hoping I can get some sleep tonight,negative
504,sadness,missing MeLDiBiAsE6 days cant pass quick enough,negative
505,hate,juliaiiivir Hey Thats my school I hate that place,negative
506,sadness,Working from home today my back is killing me  Doctor and then physio after later today,negative
511,worry,Looks like its going to be too nice to work today how annoying as I have no choice,negative
514,worry,is desperatly hoping my dad takes me to vanessas game,negative
515,worry,pb_and_jay hi  Fuck your job,negative
516,sadness,Missing you all deeply,negative
519,sadness,Ravels sniff sniff  take care ravels Hopefully well be chatting again soon In the mean time Ill HELLA miss you,negative
521,worry,Somebody please save the polar bears,negative
522,worry,My nose is runny my head is pounding and teeth hurt like a bitch MAN  I feel awful  ,negative
523,sadness,I dont want her to leave,negative
527,anger,Working   But its Fridaaaayyyyy,negative
528,worry,At the Grove for Drag Me to Hell I hope that it doesnt suck,negative
529,worry,NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY im only a month late,negative
530,sadness,KaliyahPjones lmaothats sad kinda discourages me 4rom goin if the shits wack,negative
532,sadness,WillyNorthpole I wish I was there,negative
533,sadness,I miss my little Batty she was only 3 months old when she got sick she was always so fun and full of life lt3 Even at the very end,negative
536,sadness,morning again I hate mornings So offensive,negative
538,sadness,bed bed bed samuelasanders do you never answer texts anymore  I thought of you the other day and sent one but never heard back Sad day,negative
540,sadness,brianshead waah Were no longer your peeps,negative
541,sadness,angelica_yo LOL wow dawg doesnt sound like youre playing  I feel bad now haha,negative
546,worry,hoping i didnt fail english that would just be sad,negative
547,worry,Know what would be great For my shoulder to stop hurting so I can sleep normal again  I just wantneed a few solid hours of good sleep,negative
549,sadness,MariusLT Im sorry about your bad driving experiences,negative
551,sadness,Already misses CMontecillo,negative
552,hate,plan may changes  nooooooo,negative
553,hate,my sister is a douchebag,negative
556,worry,I knew I shouldve worn the SARS mask on the plane from SoCal feeling the beginnings of a sore throat,negative
557,sadness,Gutted that the bathroom still isnt free early work isnt going to happen   And I need the loo,negative
559,worry,laurelexmachina awww I wish I could have been there  Im stuck here about to jab out my eyes with knitting needles,negative
563,worry,finished sewing for the night uploading pictures from slidebar and beach i cant believe i am having difficulties with twitter,negative
564,sadness,thank you ddlovato  cant wait ummm btw ima crash still sick,negative
565,sadness,First my work computer now my home laptop is fucked,negative
566,worry,liesgirlstell  a guy calls her phone to see if the number is real  ohh my phone isnt working  try tomorrow ,negative
567,worry,beer friday melbourne cbd mtub mini cmon Thirsty and lonely  you buggers are making me feel like a scotty no mates,negative
568,worry,debbylovespr I know We came back from 22 down in the 1st just to lose the lead in the last 6 minutes,negative
569,worry,gosh summer vacation is almost over here at the philippines kinda sad  i wonder what section will i be in,negative
571,worry,Im bummed that I cant wear my sweet Nike kicks to work,negative
572,worry,Pickleybaby  your twitter is broken,negative
574,sadness,joek949 Its depressing Im stuck inside all day,negative
575,worry,rachelasha I even saw the news feeds of the archie website But cant believe hed choose veronica Im disappointed,negative
576,sadness,i hate being sick i miss cynthiasheree lucyowns and larilync,negative
579,sadness,Woke UpI Wanna Stay In My bed,negative
580,worry,depressed that i wasnt included in the morcom gardens quiz on facebook,negative
581,worry,dravenreborn yeah its still totally in the high 60s here soooo notlooking forward to aug and sept up here,negative
582,sadness,Upsidedown tomato plants died,negative
583,boredom,So deep its priecing my soul,negative
584,worry,ashleypratt Oh come on You get next week off and I get next week full of exams,negative
586,worry,vocabularies i know dont tell anyone  i dont know if my dad told the famz yet i think im taking it online,negative
587,sadness,ddlovato Caant Iht Be Earlier ICant Wait That Long  Ahar ,negative
589,worry,My children have promised me birthday brekkie in bed Theres a problem with that in that theres bugger all food in the house,negative
590,worry,RDeRozario woops I only just realized my DMs to you are not going through,negative
595,sadness,prncsztalia why do you hate me,negative
596,hate,time for tv in bedThen spending all day catching up on studying  i hate online summer classes,negative
598,sadness,httptwitpiccom663vr  Wanted to visit the animals but we were too late,negative
599,worry,prime8507 PC I agree  We have a problem We must stop spending and only work,negative
600,sadness,jonaswebcast i just missed it,negative
601,hate,Dang it I REALLY look like crap Sigh only had 35mins to shower and 10mins to get ready,negative
603,sadness,So exhaustedcant sleep I dont like these nights,negative
604,sadness,im gonna miss all the live Comet action tomorrow i have to go take care of my cousins and they dont have access to the interwebz,negative
607,sadness,NothinButSin sorry to hear that,negative
608,worry,Morning Sports day today and I have to do the threelegged race with Weefeetfrankie   Mr Pettigrew said Im not aloud to trip her up,negative
609,sadness,Just found out I cant drink at this bar Booo missing e1 at palominos No cheers sad face,negative
610,worry,Cannot sleep 2 hours of tossing and turning,negative
611,worry,Omg going to die of swine flu when I go to Melbourne,negative
612,anger,Packing  I dont like it,negative
615,sadness,finished a whole box of ice cream,negative
618,worry,crispynoodles plus I just deposited tax return cheque but for first time in 7 years it didnt clear immediately,negative
620,worry,AshleighRyder I knooww  amp my hot water bottle iss in whangamata without me ahhhhh,negative
625,worry,Holy crap Its raining in LA and I dont have a jacket  oh no,negative
628,worry,Wish I could attend E3 this year But these small events like the NBA and Stanley Cup Finals keep getting in the way   Work work work,negative
630,sadness,chrisontv88 btw I am not a wimp,negative
632,worry,Rejecting all food substances,negative
633,worry,bigyahu no I was trying to interview Dr Paul Twomey CEO of ICANN Phone issues cut the interview from 30 mins to 15,negative
634,sadness,queenbmakeup i cant add you on myspace girly  it asks for a last name and email,negative
635,hate,back at Vienna    sooo tired luggage lost Manchester d been great  very good outcome from Seminar at MBS amp great people around ,negative
636,worry,meghanwong dont think i can take a needle watched a horribly gory short film on drugs a few months ago im scarred for life,negative
637,sadness,I dont wanna go back to work   sleepy time,negative
638,worry,jprestonian It feels not good,negative
641,worry,Thinking about getting up for work,negative
643,worry,I was a very naughty girl tonight dissappointed with myself,negative
644,worry,rbuerckner Thats better than Missy 8 telling me I should be on The Biggest Loser,negative
645,sadness,httpbitly3W9w1  NOOOO he goes for Orlando OMG  Im gonna CRY,negative
653,sadness,johnpopham Morning John yes I do however I have a diary clash and sadly cant attend,negative
654,sadness,I miss my friend,negative
656,sadness,Yea i just saw this really sad commercial,negative
657,sadness,Hmmm Using TinyTwitter on a small nontouch screen is really not much fun,negative
662,worry,elephantgravy my new lens isnt working It worked for a bit and now gives an fEE error,negative
663,sadness,Hates having to sleep alone,negative
666,worry,back at school again almost weekend oh wait i gotta work from eight to four tonight,negative
