89,worry, Im suppposed to be sleep But i got some much to do amp i got that one part of the song stuck in my head quotyour a jerk iknowquot  blaahh,negative
90,neutral,lepetitagneau whats going on sweetheart,neutral
91,neutral,How can it be so freaking difficult to get a systemwide spellchecker Shit Id settle for an office suite one Stupid unhelpful Windows,neutral
92,worry,Last one month due to summer strawberry is not availble in the Chennai markets,negative
93,neutral,willxxmobb work at 6am Gotta go to bed soon,neutral
94,love,RobertF3 correct I ADORE him I just plucked him up and put him under my arm cuz he was cryin  All better now Hahaha,positive
95,sadness,sweeetnspicy hiii im on my ipodi cant fall asleep,negative
96,sadness,dont wanna work 11830 tomorrow  but i get paid,negative
97,sadness,feels sad coz i wasnt able to play with the guys  httpplurkcompwxiux,negative
98,neutral,PrinceCharming,neutral
99,hate, cayogial i wanted to come to BZ this summer  not so sure anymore a teachers life in the summer SUCKS,negative
100,worry,First ever dropped call on my mobile On a call to Telstra no less  being charged for data even though I have a data pack  ,negative
